product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status,total_net_sales,total_units_sold,ABC_class,fast_moving_flag,slow_moving_flag,high_value_flag
P04214,AUT-04214-1076,Timbercrest Max License Plate Frame,Automotive,Exterior Accessories,Timbercrest,7.87,12.99,SUP194,3,413,,False,2024-05-14,Active,1009.92,86,C,0,0,0
P04215,CLO-04215-5997,Kestrel Lite School Uniform Set,Clothing,Kids' Apparel,Kestrel,18.99,31.99,SUP022,58,117,,False,2024-02-01,Active,5917.77,198,B,0,0,1
P04216,BEA-04216-2885,Palisade Classic Hair Mask,Beauty,Haircare,Palisade,17.14,46.99,SUP219,22,234,371.0,False,2024-09-08,Active,29736.55,676,A,1,0,1
P04217,SPO-04217-9796,Ironclad Pro Resistance Bands Set,Sports,Fitness Equipment,Ironclad,2.81,4.99,SUP182,11,353,,False,2025-03-25,Active,1512.35,323,C,1,0,0
P04218,CLO-04218-8375,Silverpine Premium Kids Rain Jacket,Clothing,Kids' Apparel,Silverpine,2.81,5.99,SUP127,29,539,,False,2024-01-31,Active,312.6,58,C,0,0,0
P04219,PER-04219-8400,Norwell Series 2 Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Norwell,3.23,6.99,SUP218,54,461,451.0,True,2024-11-25,Seasonal,5146.61,786,B,1,0,0
P04220,ELE-04220-5357,Amberfield Compact Action Camera,Electronics,Cameras & Accessories,Amberfield,33.16,56.99,SUP156,17,88,,False,2024-10-10,Active,8377.38,160,A,0,0,0
P04221,ELE-04221-8353,Halcyon Series 2 Phone Case,Electronics,Mobile Accessories,Halcyon,62.67,109.99,SUP274,19,67,,False,2026-03-07,Active,8431.33,84,A,0,0,0
P04222,CLO-04222-5710,Everline Elite Toddler Joggers,Clothing,Kids' Apparel,Everline,26.82,55.99,SUP274,21,131,,False,2025-01-12,Active,15182.44,292,A,1,0,1
P04223,HOM-04223-6884,Driftwood X200 Nonstick Frying Pan,Home & Kitchen,Cookware,Driftwood,28.57,44.99,SUP052,55,122,,False,2024-04-05,Active,6065.07,149,B,0,0,0
P04224,BOO-04224-9203,Everline Max Reference Encyclopedia,Books,Educational & Reference,Everline,14.41,21.99,SUP117,10,161,,False,2024-08-08,Active,40407.31,1972,A,1,0,1
P04225,TOY-04225-3674,Rockridge Series 2 Counting Puzzle,Toys,Educational Toys,Rockridge,4.53,8.99,SUP045,21,390,,False,2026-01-23,Active,709.83,84,C,0,0,0
P04226,HOM-04226-5957,Rockridge Classic Electric Kettle,Home & Kitchen,Small Appliances,Rockridge,11.35,25.99,SUP084,42,258,,True,2024-01-12,Seasonal,12207.03,512,A,1,0,0
P04227,BEA-04227-6295,Norwell Classic Lipstick Set,Beauty,Makeup,Norwell,8.84,26.99,SUP052,57,324,120.0,False,2024-05-01,Active,5267.94,208,B,0,0,0
P04228,SPO-04228-9426,Aurelia Series 2 Massage Roller,Sports,Yoga & Wellness,Aurelia,43.42,95.99,SUP152,8,97,,False,2024-01-10,Active,13655.82,158,A,0,0,1
P04229,AUT-04229-8180,Crestmark Signature Floor Mat Set,Automotive,Interior Accessories,Crestmark,81.59,161.99,SUP001,12,91,,False,2024-02-14,Active,1450.27,10,C,0,1,1
P04230,CLO-04230-2480,Quinley Deluxe Crew Neck Tee 3-Pack,Clothing,Men's Apparel,Quinley,6.98,18.99,SUP235,42,340,,True,2026-04-22,Seasonal,1477.49,89,C,0,0,0
P04231,HOM-04231-2613,Cedarwood Lite Nonstick Frying Pan,Home & Kitchen,Cookware,Cedarwood,14.62,24.99,SUP030,9,243,,False,2026-06-22,Active,5298.12,228,B,0,0,0
P04232,BOO-04232-1933,Amberfield Essential Fantasy Trilogy Box Set,Books,Fiction,Amberfield,3.12,5.99,SUP068,29,674,,False,2025-11-01,Active,85.28,16,C,0,1,0
P04233,BEA-04233-9599,Vanture Classic Facial Moisturizer,Beauty,Skincare,Vanture,9.72,26.99,SUP035,29,349,91.0,True,2024-03-24,Seasonal,1119.95,44,C,0,0,0
P04234,TOY-04234-6643,NorthPoint Compact Magnetic Tile Set,Toys,Building Sets,NorthPoint,10.66,21.99,SUP096,7,318,,False,2025-09-28,Active,2068.46,101,B,0,0,0
P04235,CLO-04235-8304,Vaultis Premium Kids Graphic Tee,Clothing,Kids' Apparel,Vaultis,31.45,58.99,SUP019,15,161,,False,2025-12-05,Active,21124.27,381,A,1,0,1
P04236,GRO-04236-6309,Crestmark Signature Pasta Variety Pack,Grocery,Pantry Staples,Crestmark,3.16,4.99,SUP258,50,391,486.0,False,2025-12-17,Active,652.3,142,C,0,0,0
P04237,TOY-04237-6166,Novara Everyday Plus Water Blaster,Toys,Outdoor Play,Novara,7.83,13.99,SUP115,42,204,,False,2025-11-12,Active,2102.2,160,B,0,0,0
P04238,CLO-04238-1801,Timbercrest Elite Sandals,Clothing,Footwear,Timbercrest,5.31,10.99,SUP274,17,422,,False,2025-09-25,Active,417.09,42,C,0,0,0
P04239,HOM-04239-5398,Timbercrest Classic Coffee Maker,Home & Kitchen,Small Appliances,Timbercrest,7.67,15.99,SUP012,29,318,,False,2025-02-07,Active,19423.5,1299,A,1,0,0
P04240,CLO-04240-7526,Norwell X200 Chino Pants,Clothing,Men's Apparel,Norwell,42.25,102.99,SUP034,50,122,,False,2024-02-26,Active,24426.99,253,A,1,0,1
P04241,PER-04241-7729,Comet Ultra Shaving Cream,Personal Care,Shaving & Grooming,Comet,4.95,9.99,SUP251,11,443,525.0,False,2026-01-21,Active,3770.2,409,B,1,0,0
P04242,SPO-04242-4182,Amberfield Everyday Basketball,Sports,Team Sports Gear,Amberfield,3.74,7.99,SUP133,12,487,,False,2026-04-24,Active,70.21,9,C,0,1,0
P04243,GRO-04243-9623,Silverpine Max Pasta Sauce Jar,Grocery,Condiments & Sauces,Silverpine,4.41,7.99,SUP018,49,308,522.0,True,2025-04-01,Seasonal,1029.82,143,C,0,0,0
P04244,SPO-04244-2597,Vaultis Pro Basketball,Sports,Team Sports Gear,Vaultis,40.03,76.99,SUP012,32,161,,False,2025-01-26,Active,1836.03,24,C,0,1,1
P04245,GRO-04245-3268,Amberfield Premium Hot Sauce Set,Grocery,Condiments & Sauces,Amberfield,1.68,2.99,SUP270,23,903,449.0,False,2026-04-16,Active,762.4,269,C,1,0,0
P04246,CLO-04246-7233,Vanture Everyday Plus Compression Shorts,Clothing,Activewear,Vanture,4.86,12.99,SUP064,11,258,,True,2025-02-17,Seasonal,2203.59,182,B,0,0,0
P04247,CLO-04247-1819,Driftwood Elite Slim Fit Shirt,Clothing,Men's Apparel,Driftwood,2.6,5.99,SUP115,38,580,,False,2024-12-04,Active,1777.54,323,C,1,0,0
P04248,HOM-04248-5670,Ashford Essential Weighted Blanket,Home & Kitchen,Bedding & Linens,Ashford,12.4,24.99,SUP270,24,307,,False,2026-03-19,Active,928.83,43,C,0,0,0
P04249,GRO-04249-6735,Halcyon Everyday Cereal Box,Grocery,Breakfast Foods,Halcyon,3.82,5.38,SUP189,2,496,196.0,False,2026-04-25,Active,68.94,14,C,0,1,0
P04250,PER-04250-3273,Trailhaven Lite Blood Pressure Monitor,Personal Care,Health Monitoring,Trailhaven,5.21,10.99,SUP222,37,373,326.0,True,2024-07-05,Seasonal,317.88,30,C,0,1,0
P04251,GRO-04251-4146,Everline Everyday Salad Dressing Set,Grocery,Condiments & Sauces,Everline,4.92,6.99,SUP137,50,511,397.0,True,2024-09-08,Seasonal,855.91,133,C,0,0,0
P04252,TOY-04252-4858,Ostrom Elite Construction Blocks,Toys,Building Sets,Ostrom,8.04,12.99,SUP197,16,355,,False,2024-10-12,Active,899.36,74,C,0,0,0
P04253,SPO-04253-3582,Vaultis Advanced Bike Lock,Sports,Cycling,Vaultis,116.48,234.99,SUP164,22,75,,False,2024-05-25,Active,17156.19,79,A,0,0,1
P04254,CLO-04254-8288,Aurelia Everyday Cardigan,Clothing,Women's Apparel,Aurelia,10.3,23.99,SUP034,56,237,,False,2026-02-18,Discontinued,0.0,0,C,0,1,0
P04255,HOM-04255-4919,Halcyon Deluxe Area Rug,Home & Kitchen,Home Decor,Halcyon,16.72,37.99,SUP159,12,238,,False,2026-06-07,Active,4535.36,128,B,0,0,0
P04256,HOM-04256-2626,ClearPath Advanced Weighted Blanket,Home & Kitchen,Bedding & Linens,ClearPath,4.81,10.99,SUP274,21,503,,False,2025-04-18,Active,9430.32,923,A,1,0,0
P04257,HOM-04257-6569,Ashford Series 2 Cookware Set,Home & Kitchen,Cookware,Ashford,28.83,42.99,SUP088,41,102,,False,2025-10-10,Active,4864.62,124,B,0,0,0
P04258,BOO-04258-6129,Brightline Everyday Plus Self-Help Guide,Books,Non-Fiction,Brightline,3.04,4.99,SUP147,24,575,,False,2025-01-18,Active,965.83,209,C,0,0,0
P04259,PER-04259-2717,BlueStone Series 2 Digital Thermometer,Personal Care,Health Monitoring,BlueStone,7.94,15.99,SUP115,44,339,170.0,False,2026-06-26,Active,2191.7,148,B,0,0,1
P04260,AUT-04260-1434,Crestmark Max Socket Wrench Set,Automotive,Tools & Equipment,Crestmark,7.4,13.99,SUP195,44,210,,False,2026-05-20,Active,793.96,62,C,0,0,0
P04261,ELE-04261-5210,Kestrel Essential Video Doorbell,Electronics,Smart Home Devices,Kestrel,9.89,21.99,SUP171,59,334,,False,2025-11-14,Active,25905.28,1268,A,1,0,0
P04262,GRO-04262-9531,Cedarwood Elite Baking Mix,Grocery,Pantry Staples,Cedarwood,4.48,7.99,SUP139,13,522,106.0,False,2026-03-21,Active,913.52,123,C,0,0,0
P04263,HOM-04263-5202,Trailhaven Elite Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Trailhaven,41.17,71.99,SUP012,32,81,,False,2024-05-02,Active,4254.31,64,B,0,0,1
P04264,PER-04264-3935,NorthPoint Max Whitening Kit,Personal Care,Oral Care,NorthPoint,5.31,9.99,SUP065,9,434,311.0,True,2026-03-20,Seasonal,2012.69,216,C,0,0,0
P04265,HOM-04265-3024,Pinnacle Signature Area Rug,Home & Kitchen,Home Decor,Pinnacle,18.06,34.99,SUP080,6,143,,False,2025-01-24,Active,10680.1,330,A,1,0,0
P04266,HOM-04266-7856,Ostrom Essential Stand Mixer,Home & Kitchen,Small Appliances,Ostrom,2.1,4.99,SUP211,29,464,,True,2024-07-12,Discontinued,4.77,1,C,0,1,0
P04267,BOO-04267-1012,Copperfield Premium Biography,Books,Non-Fiction,Copperfield,6.56,9.99,SUP114,8,219,,False,2026-04-29,Active,1159.58,123,C,0,0,0
P04268,CLO-04268-5792,UrbanNest Signature Ankle Boots,Clothing,Footwear,UrbanNest,25.17,58.99,SUP102,19,178,,True,2026-02-08,Seasonal,71444.19,1316,A,1,0,1
P04269,HOM-04269-2850,Pinnacle Compact Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Pinnacle,14.84,31.99,SUP121,14,277,,False,2024-05-03,Active,30040.34,1013,A,1,0,0
P04270,SPO-04270-1410,Ostrom Signature Basketball,Sports,Team Sports Gear,Ostrom,9.38,16.99,SUP116,14,281,,False,2025-08-21,Active,1134.88,72,C,0,0,0
P04271,ELE-04271-1233,Everline Everyday Plus Wireless Charger,Electronics,Mobile Accessories,Everline,31.07,62.99,SUP210,25,109,,False,2026-03-15,Active,17336.46,301,A,1,0,0
P04272,ELE-04272-5190,Rockridge X200 Security Camera,Electronics,Smart Home Devices,Rockridge,220.37,441.99,SUP190,47,34,,False,2025-09-22,Active,11056.12,27,A,0,1,1
P04273,ELE-04273-1315,BlueStone Essential Tripod Kit,Electronics,Cameras & Accessories,BlueStone,89.66,159.99,SUP218,54,55,,False,2025-03-15,Active,10234.58,68,A,0,0,1
P04274,BEA-04274-9892,Ironclad Premium Cologne,Beauty,Fragrances,Ironclad,13.81,40.99,SUP050,56,160,421.0,True,2024-02-13,Seasonal,1104.37,30,C,0,1,1
P04275,PER-04275-6165,Foundry Compact Omega-3 Softgels,Personal Care,Vitamins & Supplements,Foundry,6.76,9.99,SUP215,14,331,472.0,False,2025-03-28,Active,472.14,51,C,0,0,0
P04276,CLO-04276-5140,Ironclad Ultra Blouse,Clothing,Women's Apparel,Ironclad,18.05,34.99,SUP075,27,263,,False,2025-05-21,Active,1131.32,34,C,0,1,1
P04277,TOY-04277-9909,Fernwood Series 2 Sidewalk Chalk Set,Toys,Outdoor Play,Fernwood,7.85,17.99,SUP001,12,400,,False,2026-02-07,Active,15984.78,959,A,1,0,0
P04278,GRO-04278-8011,Brightline Advanced Olive Oil,Grocery,Pantry Staples,Brightline,2.64,4.03,SUP175,49,346,239.0,False,2024-07-18,Active,307.04,82,C,0,0,0
P04279,SPO-04279-3968,Harborlight Deluxe Camp Chair,Sports,Outdoor Recreation,Harborlight,25.27,44.99,SUP007,23,114,,False,2024-07-07,Active,19544.26,467,A,1,0,0
P04280,PER-04280-8336,Copperfield Essential Beard Trimmer,Personal Care,Shaving & Grooming,Copperfield,6.61,10.99,SUP022,55,371,101.0,False,2026-04-25,Active,375.9,38,C,0,1,0
P04281,GRO-04281-8505,Ashford Signature Pasta Sauce Jar,Grocery,Condiments & Sauces,Ashford,6.33,8.99,SUP012,30,382,228.0,False,2026-02-03,Active,357.53,44,C,0,0,1
P04282,PER-04282-1008,Crestmark Elite Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Crestmark,4.56,7.99,SUP171,50,296,541.0,False,2025-05-27,Active,1296.87,176,C,0,0,0
P04283,BOO-04283-4563,Quinley Classic Comic Anthology,Books,Comics & Graphic Novels,Quinley,8.86,13.99,SUP050,60,380,,True,2025-02-10,Seasonal,122.85,9,C,0,1,1
P04284,TOY-04284-8766,Comet Elite Brick Building Set,Toys,Building Sets,Comet,41.19,77.99,SUP244,32,126,,False,2025-07-17,Active,10354.64,142,A,0,0,1
P04285,GRO-04285-6933,Everline Pro Coffee Pods Box,Grocery,Beverages,Everline,2.12,3.99,SUP097,54,614,357.0,False,2024-05-18,Active,478.77,129,C,0,0,0
P04286,BOO-04286-9293,Vertex Ultra Manga Box Set,Books,Comics & Graphic Novels,Vertex,4.28,7.99,SUP084,45,520,,False,2024-08-09,Active,181.45,24,C,0,1,0
P04287,CLO-04287-5292,Solstice Everyday Toddler Joggers,Clothing,Kids' Apparel,Solstice,23.86,39.99,SUP152,11,141,,False,2025-05-09,Active,660.6,18,C,0,1,1
P04288,PER-04288-2215,Norwell Elite Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Norwell,4.29,8.99,SUP225,61,482,521.0,False,2025-01-19,Active,12765.12,1530,A,1,0,0
P04289,PER-04289-9837,Palisade Signature Electric Toothbrush,Personal Care,Oral Care,Palisade,3.66,7.99,SUP199,43,603,174.0,False,2024-06-11,Active,775.88,106,C,0,0,0
P04290,BEA-04290-4357,BlueStone Advanced Cleansing Foam,Beauty,Skincare,BlueStone,13.63,33.99,SUP050,54,298,506.0,False,2025-04-27,Active,1439.63,46,C,0,0,1
P04291,PER-04291-6713,Vanture Max Razor Set,Personal Care,Shaving & Grooming,Vanture,10.48,22.99,SUP218,55,151,436.0,False,2025-08-18,Active,4719.35,225,B,0,0,1
P04292,AUT-04292-5230,Sunneva Everyday Plus License Plate Frame,Automotive,Exterior Accessories,Sunneva,25.32,45.99,SUP150,49,97,,False,2026-01-10,Active,643.76,16,C,0,1,0
P04293,BOO-04293-6050,Foundry Deluxe Literary Fiction Hardcover,Books,Fiction,Foundry,3.06,5.99,SUP294,37,577,,False,2025-07-28,Active,2853.94,514,B,1,0,0
P04294,ELE-04294-9588,Ridgeline Max Wireless Mouse,Electronics,Laptop Accessories,Ridgeline,63.72,134.99,SUP153,50,53,,False,2025-07-11,Active,7852.04,65,A,0,0,0
P04295,HOM-04295-4141,Kestrel Essential Cast Iron Skillet,Home & Kitchen,Cookware,Kestrel,5.96,11.99,SUP073,25,387,,False,2025-05-22,Active,159.07,14,C,0,1,0
P04296,ELE-04296-9977,Brightline Series 2 Over-Ear Headphones,Electronics,Headphones & Audio,Brightline,52.02,95.99,SUP218,46,132,,False,2024-04-13,Active,2888.48,32,B,0,1,0
P04297,ELE-04297-8330,Palisade Lite Phone Case,Electronics,Mobile Accessories,Palisade,26.34,50.99,SUP008,19,97,,False,2024-12-16,Active,1409.0,29,C,0,1,0
P04298,PER-04298-1452,Norwell Series 2 Smart Scale,Personal Care,Health Monitoring,Norwell,4.57,8.99,SUP211,28,232,507.0,False,2025-02-15,Active,898.73,107,C,0,0,0
P04299,HOM-04299-9961,Foundry Max Throw Pillow Set,Home & Kitchen,Home Decor,Foundry,11.16,24.99,SUP159,13,242,,False,2025-04-22,Active,803.11,35,C,0,1,0
P04300,SPO-04300-6605,Ashford Max Resistance Bands Set,Sports,Fitness Equipment,Ashford,12.95,20.99,SUP035,35,314,,True,2024-09-26,Discontinued,75.72,4,C,0,1,0
P04301,BOO-04301-3467,Ironclad Classic Fantasy Trilogy Box Set,Books,Fiction,Ironclad,3.27,4.99,SUP008,20,486,,False,2025-11-09,Active,836.45,180,C,0,0,0
P04302,BOO-04302-6342,Trailhaven Everyday Plus Reference Encyclopedia,Books,Educational & Reference,Trailhaven,3.12,5.99,SUP012,28,682,,False,2025-05-06,Active,686.01,124,C,0,0,0
P04303,HOM-04303-2181,Crestmark Everyday Area Rug,Home & Kitchen,Home Decor,Crestmark,58.06,106.99,SUP022,67,114,,False,2024-10-05,Active,36773.05,374,A,1,0,1
P04304,CLO-04304-9013,Trailhaven Compact Wrap Dress,Clothing,Women's Apparel,Trailhaven,18.32,43.99,SUP145,29,152,,False,2025-03-04,Active,12902.87,314,A,1,0,1
P04305,BOO-04305-9742,Comet Ultra Self-Help Guide,Books,Non-Fiction,Comet,5.69,8.99,SUP201,15,271,,False,2025-10-09,Active,994.43,124,C,0,0,0
P04306,CLO-04306-9843,Brightline Everyday Plus Running Leggings,Clothing,Activewear,Brightline,5.39,9.99,SUP028,46,391,,False,2024-01-21,Active,1972.17,206,C,0,0,0
P04307,HOM-04307-7374,Rockridge Max Nonstick Frying Pan,Home & Kitchen,Cookware,Rockridge,2.59,3.99,SUP030,10,460,,False,2024-11-07,Active,130.74,36,C,0,1,0
P04308,SPO-04308-9036,Willowbrook Everyday Resistance Bands Set,Sports,Fitness Equipment,Willowbrook,36.71,79.99,SUP245,13,97,,True,2024-07-08,Seasonal,14289.3,201,A,0,0,1
P04309,ELE-04309-1529,Sunneva Essential Car Mount,Electronics,Mobile Accessories,Sunneva,7.55,15.99,SUP052,50,271,,True,2024-10-20,Seasonal,4401.59,300,B,1,0,0
P04310,BOO-04310-9707,Vaultis Deluxe Study Guide,Books,Educational & Reference,Vaultis,4.8,6.99,SUP248,33,393,,False,2025-08-24,Active,2482.77,384,B,1,0,0
P04311,BEA-04311-2830,Rockridge Lite Fragrance Gift Set,Beauty,Fragrances,Rockridge,5.97,11.99,SUP022,60,462,447.0,False,2024-07-13,Active,870.26,77,C,0,0,0
P04312,GRO-04312-9668,Vertex Series 2 Pasta Sauce Jar,Grocery,Condiments & Sauces,Vertex,2.6,3.99,SUP252,19,745,420.0,False,2025-05-11,Active,309.18,84,C,0,0,0
P04313,TOY-04313-7827,Fernwood Series 2 Water Blaster,Toys,Outdoor Play,Fernwood,4.02,7.99,SUP211,23,505,,True,2024-12-09,Seasonal,457.09,64,C,0,0,0
P04314,HOM-04314-7171,Trailhaven Signature Drawer Dividers,Home & Kitchen,Storage & Organization,Trailhaven,9.46,21.99,SUP028,52,205,,True,2024-02-18,Seasonal,19962.82,978,A,1,0,0
P04315,PER-04315-9226,Comet Series 2 Protein Powder,Personal Care,Vitamins & Supplements,Comet,6.67,13.99,SUP084,48,308,189.0,True,2026-03-18,Seasonal,1715.71,132,C,0,0,0
P04316,AUT-04316-2240,Willowbrook X200 Car Charger,Automotive,Car Electronics,Willowbrook,13.82,25.99,SUP084,47,140,,False,2025-06-29,Discontinued,0.0,0,C,0,1,0
P04317,BEA-04317-1581,Rockridge X200 Body Mist,Beauty,Fragrances,Rockridge,14.43,35.99,SUP028,53,221,213.0,False,2024-09-28,Active,4793.95,144,B,0,0,1
P04318,GRO-04318-2278,Quinley Essential Hot Sauce Set,Grocery,Condiments & Sauces,Quinley,3.4,4.99,SUP102,17,518,245.0,False,2025-04-03,Active,266.36,57,C,0,0,0
P04319,HOM-04319-2045,Aurelia Essential Coffee Maker,Home & Kitchen,Small Appliances,Aurelia,35.29,67.99,SUP192,74,116,,True,2026-06-19,Seasonal,26023.93,410,A,1,0,1
P04320,PER-04320-1288,Silverpine Pro Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Silverpine,4.98,9.99,SUP211,26,284,543.0,True,2024-05-16,Seasonal,2238.18,240,B,0,0,0
P04321,BOO-04321-2175,Everline Essential Illustrated Novel,Books,Comics & Graphic Novels,Everline,6.0,10.99,SUP047,33,479,,False,2026-02-15,Active,4058.12,399,B,1,0,0
P04322,ELE-04322-6088,UrbanNest Ultra Fitness Tracker,Electronics,Wearable Tech,UrbanNest,55.22,93.99,SUP210,24,60,,False,2024-01-02,Active,35623.27,405,A,1,0,0
P04323,CLO-04323-9374,Lumino Max Kids Graphic Tee,Clothing,Kids' Apparel,Lumino,17.72,33.99,SUP068,34,223,,False,2026-02-27,Active,8995.87,290,A,1,0,1
P04324,ELE-04324-1120,NorthPoint X200 Smart Plug,Electronics,Smart Home Devices,NorthPoint,4.04,8.99,SUP012,32,488,,False,2024-11-01,Active,7500.06,909,B,1,0,0
P04325,CLO-04325-9377,Timbercrest Lite Toddler Joggers,Clothing,Kids' Apparel,Timbercrest,10.69,23.99,SUP043,19,259,,False,2024-09-27,Active,5292.09,240,B,0,0,0
P04326,CLO-04326-2501,Vanture Elite Sandals,Clothing,Footwear,Vanture,5.86,10.99,SUP087,8,251,,False,2025-12-12,Active,581.28,57,C,0,0,0
P04327,ELE-04327-6615,Trailhaven Ultra Camera Backpack,Electronics,Cameras & Accessories,Trailhaven,27.3,59.99,SUP012,24,192,,True,2024-05-29,Seasonal,1131.79,20,C,0,1,0
P04328,TOY-04328-5014,Novara Everyday Plus Playset,Toys,Action Figures & Playsets,Novara,3.69,7.99,SUP022,67,484,,False,2024-05-01,Active,374.67,51,C,0,0,0
P04329,GRO-04329-4713,Vanture Signature Sports Drink Case,Grocery,Beverages,Vanture,4.32,7.99,SUP097,43,467,174.0,False,2025-03-01,Active,1829.96,247,C,0,0,0
P04330,CLO-04330-4206,UrbanNest Premium Kids Graphic Tee,Clothing,Kids' Apparel,UrbanNest,11.41,20.99,SUP274,20,280,,True,2026-05-11,Seasonal,145.64,7,C,0,1,0
P04331,BOO-04331-6036,Copperfield Everyday Plus Mystery Novel,Books,Fiction,Copperfield,5.84,10.99,SUP174,25,232,,False,2024-10-29,Active,962.83,94,C,0,0,0
P04332,PER-04332-3856,Rockridge Everyday Plus Digital Thermometer,Personal Care,Health Monitoring,Rockridge,10.36,18.99,SUP274,18,243,477.0,False,2025-05-09,Active,924.34,51,C,0,0,1
P04333,CLO-04333-6805,Norwell Essential Kids Graphic Tee,Clothing,Kids' Apparel,Norwell,9.56,19.99,SUP012,28,327,,False,2024-12-28,Active,8452.94,463,A,1,0,0
P04334,PER-04334-7179,Norwell Deluxe Omega-3 Softgels,Personal Care,Vitamins & Supplements,Norwell,1.66,3.99,SUP261,58,626,509.0,False,2025-11-22,Active,345.9,94,C,0,0,0
P04335,GRO-04335-8633,Silverpine Classic Pancake Mix,Grocery,Breakfast Foods,Silverpine,3.07,4.99,SUP028,43,586,267.0,False,2026-03-31,Active,234.58,51,C,0,0,0
P04336,AUT-04336-5945,Willowbrook X200 Floor Mat Set,Automotive,Interior Accessories,Willowbrook,22.11,41.99,SUP055,12,147,,False,2026-06-09,Active,21114.07,540,A,1,0,0
P04337,HOM-04337-7033,Amberfield Premium Cast Iron Skillet,Home & Kitchen,Cookware,Amberfield,10.37,22.99,SUP022,60,315,,False,2024-09-02,Active,1757.42,80,C,0,0,0
P04338,SPO-04338-1961,BlueStone Lite Yoga Mat,Sports,Fitness Equipment,BlueStone,6.58,13.99,SUP115,43,417,,False,2024-08-27,Active,821.51,64,C,0,0,0
P04339,ELE-04339-7130,Cedarwood Essential Fitness Tracker,Electronics,Wearable Tech,Cedarwood,36.48,67.99,SUP047,33,161,,False,2026-04-23,Active,1400.89,23,C,0,1,0
P04340,PER-04340-5639,Ridgeline Compact Digital Thermometer,Personal Care,Health Monitoring,Ridgeline,6.57,11.99,SUP214,16,364,74.0,False,2025-06-15,Active,1672.58,146,C,0,0,0
P04341,PER-04341-9751,NorthPoint Compact Protein Powder,Personal Care,Vitamins & Supplements,NorthPoint,2.58,4.99,SUP218,44,540,487.0,False,2024-10-26,Active,274.01,59,C,0,0,0
P04342,BEA-04342-7388,Kestrel Lite Vitamin C Serum,Beauty,Skincare,Kestrel,5.8,10.99,SUP075,25,449,152.0,False,2024-11-06,Active,593.13,57,C,0,0,0
P04343,CLO-04343-2491,Timbercrest Everyday Running Shoes,Clothing,Footwear,Timbercrest,28.85,76.99,SUP241,23,128,,False,2024-06-09,Active,29356.68,413,A,1,0,1
P04344,BOO-04344-7595,Driftwood Signature Manga Box Set,Books,Comics & Graphic Novels,Driftwood,7.18,12.99,SUP032,44,428,,False,2024-03-18,Active,1167.93,98,C,0,0,0
P04345,GRO-04345-7781,Palisade Compact Breakfast Bar Box,Grocery,Breakfast Foods,Palisade,7.21,9.99,SUP012,33,392,309.0,False,2024-11-12,Active,387.64,41,C,0,1,1
P04346,SPO-04346-6325,Foundry Deluxe Hiking Backpack,Sports,Outdoor Recreation,Foundry,16.25,34.99,SUP032,43,157,,False,2025-12-24,Active,744.55,24,C,0,1,0
P04347,SPO-04347-9499,Fernwood Pro Bike Lock,Sports,Cycling,Fernwood,47.13,79.99,SUP058,9,97,,False,2025-08-24,Active,5806.69,77,B,0,0,1
P04348,CLO-04348-5801,Lumino Classic Toddler Joggers,Clothing,Kids' Apparel,Lumino,6.78,16.99,SUP012,26,424,,True,2024-01-12,Seasonal,713.97,45,C,0,0,0
P04349,HOM-04349-2638,Willowbrook Essential Wall Art Set,Home & Kitchen,Home Decor,Willowbrook,9.75,17.99,SUP023,50,204,,False,2024-02-10,Active,1727.87,101,C,0,0,0
P04350,PER-04350-1243,Driftwood Series 2 Deodorant 2-Pack,Personal Care,Personal Hygiene,Driftwood,6.92,14.99,SUP077,24,201,160.0,False,2026-03-03,Discontinued,0.0,0,C,0,1,0
P04351,ELE-04351-4373,Halcyon Everyday Plus Over-Ear Headphones,Electronics,Headphones & Audio,Halcyon,24.47,37.99,SUP258,47,100,,False,2025-12-24,Active,5881.09,166,B,0,0,0
P04352,BOO-04352-3140,Silverpine Elite Fantasy Trilogy Box Set,Books,Fiction,Silverpine,4.12,7.99,SUP258,47,547,,False,2025-12-25,Active,115.36,16,C,0,1,0
P04353,ELE-04353-4343,Vanture Essential Tripod Kit,Electronics,Cameras & Accessories,Vanture,258.33,518.99,SUP296,19,38,,True,2026-02-24,Seasonal,47617.82,100,A,0,0,1
P04354,HOM-04354-5178,Fernwood Max Shelving Unit,Home & Kitchen,Storage & Organization,Fernwood,92.38,183.99,SUP022,48,57,,False,2025-08-05,Discontinued,234.35,2,C,0,1,1
P04355,ELE-04355-8722,Amberfield Essential Camera Backpack,Electronics,Cameras & Accessories,Amberfield,189.03,306.99,SUP003,8,41,,False,2024-11-03,Active,38971.13,134,A,0,0,1
P04356,BEA-04356-4138,Driftwood Everyday Eyeshadow Palette,Beauty,Makeup,Driftwood,8.76,15.99,SUP159,12,296,184.0,False,2025-06-23,Active,2932.21,198,B,0,0,0
