forecast_date,warehouse_id,product_id,forecast_horizon_days,forecast_demand_units,actual_demand_units,forecast_lower_bound,forecast_upper_bound,forecast_error,mape,forecast_accuracy
2025-06-22,WH06,P03415,30,5,0,0,13,-5,,
2026-02-09,WH04,P04184,7,8,7,1,15,-1,14.29,85.71
2026-05-01,WH02,P01884,30,15,19,0,39,4,21.05,78.95
2026-04-16,WH08,P00080,60,0,0,0,0,0,0.0,100.0
2025-06-08,WH02,P04143,60,0,1,0,0,1,100.0,0.0
2025-07-15,WH09,P00418,60,146,81,0,380,-65,80.25,19.75
2025-12-04,WH08,P01449,60,6,10,0,16,4,40.0,60.0
2025-04-27,WH04,P04180,60,0,33,0,0,33,100.0,0.0
2025-10-23,WH02,P02084,30,0,2,0,0,2,100.0,0.0
2026-01-26,WH11,P00009,14,1,0,0,2,-1,,
2025-03-03,WH10,P01203,7,2,1,0,4,-1,100.0,0.0
2025-11-07,WH12,P01709,14,2,1,0,4,-1,100.0,0.0
2026-09-26,WH03,P00521,60,0,93,0,0,93,100.0,0.0
2025-05-31,WH06,P02669,7,8,5,1,15,-3,60.0,40.0
2025-03-02,WH01,P02417,7,0,0,0,0,0,0.0,100.0
2025-10-26,WH04,P00575,7,6,2,1,11,-4,200.0,0.0
2025-02-02,WH04,P01825,30,19,32,6,32,13,40.62,59.38
2026-01-31,WH08,P01760,14,11,13,0,24,2,15.38,84.62
2025-07-02,WH04,P03419,7,8,14,0,17,6,42.86,57.14
2025-08-23,WH09,P04119,14,251,164,168,334,-87,53.05,46.95
2025-09-19,WH03,P01698,60,23,24,0,60,1,4.17,95.83
2025-12-12,WH04,P01428,60,0,63,0,0,63,100.0,0.0
2025-10-12,WH07,P01449,7,5,0,1,9,-5,,
2025-11-02,WH01,P04936,7,0,4,0,0,4,100.0,0.0
2025-10-06,WH10,P01035,30,17,23,0,44,6,26.09,73.91
2026-10-08,WH04,P03106,7,0,1,0,0,1,100.0,0.0
2025-02-20,WH06,P04818,60,17,0,0,44,-17,,
2025-03-03,WH04,P03620,60,0,205,0,0,205,100.0,0.0
2025-06-05,WH11,P02084,30,3,3,0,8,0,0.0,100.0
2025-09-20,WH06,P00310,7,0,2,0,0,2,100.0,0.0
2026-04-09,WH10,P01921,60,12,3,0,31,-9,300.0,0.0
2026-09-18,WH05,P00620,30,8,18,0,21,10,55.56,44.44
2025-12-27,WH01,P01102,14,3,1,0,6,-2,200.0,0.0
2026-04-22,WH04,P02588,60,1,0,0,3,-1,,
2025-03-17,WH09,P01764,14,2,2,0,4,0,0.0,100.0
2026-07-21,WH11,P03537,7,2,2,0,4,0,0.0,100.0
2026-04-22,WH04,P04277,60,98,0,0,255,-98,,
2026-01-25,WH12,P01727,60,5,0,0,13,-5,,
2025-09-27,WH01,P04269,60,145,99,0,377,-46,46.46,53.54
2026-09-03,WH06,P04796,14,42,46,0,90,4,8.7,91.3
2025-02-07,WH11,P04621,60,225,23,0,585,-202,878.26,0.0
2025-05-12,WH09,P00452,60,10,25,0,26,15,60.0,40.0
2025-10-17,WH04,P01104,14,1,0,0,2,-1,,
2026-10-26,WH12,P04184,60,0,13,0,0,13,100.0,0.0
2025-03-21,WH02,P03817,30,23,33,0,60,10,30.3,69.7
2025-06-24,WH11,P04614,7,0,1,0,0,1,100.0,0.0
2025-12-23,WH04,P04049,60,53,45,0,138,-8,17.78,82.22
2025-09-25,WH10,P00278,60,14,43,0,36,29,67.44,32.56
2025-06-04,WH05,P02038,14,26,18,0,56,-8,44.44,55.56
2026-08-10,WH09,P01072,14,16,29,0,34,13,44.83,55.17
2025-12-23,WH05,P03691,7,25,13,0,52,-12,92.31,7.69
2025-05-30,WH11,P04417,60,39,33,0,101,-6,18.18,81.82
2026-05-03,WH09,P04480,30,10,0,0,26,-10,,
2025-07-14,WH04,P02671,14,4,24,0,10,20,83.33,16.67
2026-05-03,WH04,P04715,7,1,1,0,2,0,0.0,100.0
2025-12-27,WH06,P04239,7,6,7,1,11,1,14.29,85.71
2026-01-05,WH06,P03848,30,0,3,0,0,3,100.0,0.0
2025-04-11,WH02,P01579,14,2,1,0,4,-1,100.0,0.0
2026-08-13,WH10,P04509,14,1,2,0,3,1,50.0,50.0
2025-03-10,WH09,P00108,7,0,1,0,0,1,100.0,0.0
2026-04-09,WH06,P01910,7,2,1,0,4,-1,100.0,0.0
2026-08-07,WH12,P00626,60,46,66,0,120,20,30.3,69.7
2025-06-23,WH10,P02705,30,0,73,0,0,73,100.0,0.0
2026-04-20,WH08,P00328,14,52,0,0,106,-52,,
2025-11-30,WH02,P00079,60,0,70,0,0,70,100.0,0.0
2025-02-26,WH09,P01036,7,0,1,0,0,1,100.0,0.0
2025-12-14,WH04,P02836,7,1,1,0,2,0,0.0,100.0
2026-10-25,WH11,P04627,30,9,7,0,23,-2,28.57,71.43
2025-10-17,WH03,P01480,14,1,3,0,2,2,66.67,33.33
2025-02-21,WH01,P04735,60,0,0,0,0,0,0.0,100.0
2026-03-27,WH04,P01208,14,3,6,0,6,3,50.0,50.0
2025-08-25,WH03,P00991,60,0,0,0,0,0,0.0,100.0
2025-06-06,WH07,P03424,30,18,8,0,44,-10,125.0,0.0
2025-03-27,WH06,P02987,14,4,6,0,9,2,33.33,66.67
2026-02-05,WH07,P04963,30,3,52,0,6,49,94.23,5.77
2026-09-29,WH02,P03826,7,3,2,1,5,-1,50.0,50.0
2025-03-13,WH02,P01084,30,16,23,0,42,7,30.43,69.57
2025-10-11,WH01,P01698,14,10,10,0,22,0,0.0,100.0
2026-03-11,WH03,P00786,7,1,0,0,2,-1,,
2025-01-13,WH06,P04965,60,75,65,0,195,-10,15.38,84.62
2026-10-02,WH09,P04095,14,0,1,0,0,1,100.0,0.0
2025-06-17,WH05,P04963,7,3,4,2,4,1,25.0,75.0
2025-07-13,WH10,P00851,30,0,4,0,0,4,100.0,0.0
2025-06-18,WH02,P04768,60,104,83,0,270,-21,25.3,74.7
2025-12-12,WH05,P02345,60,4,0,0,10,-4,,
2026-02-04,WH04,P01507,30,0,1,0,0,1,100.0,0.0
2026-01-05,WH04,P01875,7,2,0,0,4,-2,,
2026-09-02,WH03,P00806,30,16,0,0,42,-16,,
2026-01-28,WH02,P04119,30,115,95,63,167,-20,21.05,78.95
2025-11-25,WH09,P02621,60,20,0,0,52,-20,,
2026-01-05,WH07,P03887,14,94,58,49,139,-36,62.07,37.93
2025-08-14,WH02,P02700,14,2,2,0,4,0,0.0,100.0
2026-04-07,WH07,P02583,30,0,2,0,0,2,100.0,0.0
2025-05-20,WH04,P03581,60,5,3,0,13,-2,66.67,33.33
2025-02-04,WH12,P03839,30,2,6,0,5,4,66.67,33.33
2025-10-27,WH08,P02314,14,0,1,0,0,1,100.0,0.0
2026-10-27,WH02,P02915,60,214,376,0,556,162,43.09,56.91
2026-02-14,WH11,P02855,30,2,6,0,5,4,66.67,33.33
2025-04-19,WH08,P03120,60,2,3,0,5,1,33.33,66.67
2025-06-27,WH11,P04592,30,9,103,0,23,94,91.26,8.74
2025-05-09,WH05,P02201,7,1,1,0,2,0,0.0,100.0
2025-09-20,WH09,P01702,7,0,4,0,0,4,100.0,0.0
2026-09-25,WH12,P00452,60,1,0,0,3,-1,,
2026-10-22,WH07,P01102,7,0,1,0,0,1,100.0,0.0
2025-08-12,WH11,P00265,14,9,0,0,19,-9,,
2026-10-15,WH10,P03551,30,11,0,0,29,-11,,
2026-05-30,WH11,P01646,7,3,3,1,5,0,0.0,100.0
2026-08-31,WH05,P02114,14,2,2,0,4,0,0.0,100.0
2025-09-27,WH04,P03172,7,1,2,0,2,1,50.0,50.0
2025-07-08,WH09,P04556,14,106,125,36,176,19,15.2,84.8
2025-01-03,WH05,P03836,14,0,1,0,0,1,100.0,0.0
2026-08-11,WH07,P03399,14,6,39,0,13,33,84.62,15.38
2025-06-18,WH01,P04050,14,0,2,0,0,2,100.0,0.0
2026-08-22,WH12,P00794,30,0,0,0,0,0,0.0,100.0
2025-01-31,WH08,P04323,7,2,2,0,4,0,0.0,100.0
2025-03-14,WH11,P04631,30,5,0,0,13,-5,,
2025-05-28,WH03,P02226,30,0,13,0,0,13,100.0,0.0
2025-06-22,WH07,P00682,60,21,64,0,55,43,67.19,32.81
2026-05-07,WH08,P00474,30,0,0,0,0,0,0.0,100.0
2026-01-09,WH02,P00464,60,140,81,0,364,-59,72.84,27.16
2025-11-14,WH08,P03620,7,36,13,7,65,-23,176.92,0.0
2025-11-12,WH04,P02824,60,67,2,0,174,-65,3250.0,0.0
2026-02-11,WH01,P02790,30,9,1,0,23,-8,800.0,0.0
2025-05-11,WH02,P02647,7,5,5,1,9,0,0.0,100.0
2025-08-24,WH05,P04026,7,0,0,0,0,0,0.0,100.0
2025-04-06,WH06,P03182,7,0,2,0,0,2,100.0,0.0
2026-05-20,WH02,P00306,30,1,1,0,3,0,0.0,100.0
2026-04-30,WH09,P02647,60,140,58,0,364,-82,141.38,0.0
2025-07-28,WH07,P04102,60,18,0,0,47,-18,,
2025-05-20,WH03,P00116,60,0,7,0,0,7,100.0,0.0
2026-03-05,WH11,P04401,60,70,0,0,182,-70,,
2025-04-29,WH01,P02102,30,52,29,23,81,-23,79.31,20.69
2025-08-11,WH11,P04127,14,0,0,0,0,0,0.0,100.0
2025-04-15,WH10,P00003,7,0,0,0,0,0,0.0,100.0
2025-07-06,WH09,P00005,7,4,1,1,7,-3,300.0,0.0
2026-02-24,WH08,P02818,14,8,0,0,17,-8,,
2026-01-20,WH07,P03073,30,0,7,0,0,7,100.0,0.0
2026-05-20,WH01,P01983,60,0,0,0,0,0,0.0,100.0
2025-09-12,WH06,P04012,60,0,0,0,0,0,0.0,100.0
2026-02-14,WH04,P02109,30,5,0,0,13,-5,,
2025-03-25,WH01,P00326,30,2,7,0,5,5,71.43,28.57
2025-09-22,WH03,P00919,60,13,7,0,34,-6,85.71,14.29
2025-11-23,WH04,P02209,60,62,8,0,161,-54,675.0,0.0
2025-02-06,WH06,P01258,30,11,0,0,29,-11,,
2025-10-08,WH04,P03055,14,8,0,0,17,-8,,
2026-06-20,WH02,P00686,14,3,14,0,6,11,78.57,21.43
2026-05-13,WH05,P01971,30,19,2,0,49,-17,850.0,0.0
2026-04-05,WH09,P04621,30,56,84,0,144,28,33.33,66.67
2025-03-10,WH12,P02757,30,0,0,0,0,0,0.0,100.0
2025-08-24,WH05,P04474,14,12,0,0,26,-12,,
2026-02-01,WH12,P02092,60,13,11,0,34,-2,18.18,81.82
2025-10-26,WH09,P03101,60,37,0,0,96,-37,,
2025-03-17,WH05,P01335,30,23,3,0,60,-20,666.67,0.0
2025-02-26,WH04,P00579,30,7,1,0,18,-6,600.0,0.0
2025-04-02,WH08,P04226,60,2,12,0,5,10,83.33,16.67
2025-02-03,WH04,P03255,14,17,6,0,37,-11,183.33,0.0
2025-08-16,WH03,P03700,7,44,52,30,58,8,15.38,84.62
2025-06-07,WH08,P00007,7,13,5,2,24,-8,160.0,0.0
2025-11-19,WH06,P01212,14,3,3,0,6,0,0.0,100.0
2025-12-13,WH12,P03047,60,0,21,0,0,21,100.0,0.0
2025-01-12,WH11,P00217,14,17,6,0,37,-11,183.33,0.0
2025-04-17,WH12,P01808,30,4,1,0,10,-3,300.0,0.0
2026-09-28,WH11,P03985,7,0,0,0,0,0,0.0,100.0
2026-03-24,WH02,P02143,60,385,390,2,768,5,1.28,98.72
2026-10-20,WH02,P03427,60,130,0,0,338,-130,,
2025-01-09,WH09,P03582,30,15,22,0,39,7,31.82,68.18
2026-05-23,WH01,P02401,7,95,56,59,131,-39,69.64,30.36
2026-08-02,WH06,P00765,30,78,66,0,203,-12,18.18,81.82
2026-06-25,WH05,P04369,60,7,9,0,18,2,22.22,77.78
2026-05-29,WH01,P04269,14,0,10,0,0,10,100.0,0.0
2025-05-04,WH09,P01403,7,6,3,1,11,-3,100.0,0.0
2025-08-04,WH08,P00811,30,14,17,0,36,3,17.65,82.35
2025-04-20,WH11,P04631,7,2,0,0,4,-2,,
2026-01-03,WH04,P02855,60,56,84,0,146,28,33.33,66.67
2025-07-27,WH01,P00138,60,5,5,0,13,0,0.0,100.0
2025-02-21,WH11,P04525,60,18,0,0,47,-18,,
2025-08-05,WH11,P04424,60,2,0,0,5,-2,,
2025-05-16,WH11,P00886,30,0,1,0,0,1,100.0,0.0
2026-09-22,WH09,P00053,30,41,0,0,107,-41,,
2025-11-01,WH02,P01996,30,9,25,0,23,16,64.0,36.0
2025-12-13,WH01,P03010,14,0,6,0,0,6,100.0,0.0
2026-02-18,WH04,P03370,7,6,6,3,9,0,0.0,100.0
2026-01-11,WH10,P01808,7,2,0,0,4,-2,,
2025-11-10,WH01,P02149,30,3,0,0,8,-3,,
2026-02-20,WH06,P03020,7,1,3,0,2,2,66.67,33.33
2026-09-01,WH12,P03213,14,0,5,0,0,5,100.0,0.0
2026-03-10,WH04,P03495,7,1,1,0,2,0,0.0,100.0
2026-07-30,WH09,P00388,30,17,8,0,44,-9,112.5,0.0
2025-06-22,WH07,P02192,30,103,36,0,238,-67,186.11,0.0
2025-09-22,WH05,P04695,30,0,0,0,0,0,0.0,100.0
2025-06-30,WH06,P01764,30,19,4,0,49,-15,375.0,0.0
2025-09-06,WH09,P03109,30,0,0,0,0,0,0.0,100.0
2025-11-02,WH11,P01193,30,0,8,0,0,8,100.0,0.0
2025-03-16,WH07,P01505,60,115,0,0,248,-115,,
2026-07-12,WH06,P00976,7,14,12,6,22,-2,16.67,83.33
2025-07-15,WH12,P04596,30,8,2,0,21,-6,300.0,0.0
2025-02-15,WH09,P03618,30,263,172,144,382,-91,52.91,47.09
2026-08-06,WH07,P04783,60,104,34,0,270,-70,205.88,0.0
2025-06-27,WH02,P04402,60,0,3,0,0,3,100.0,0.0
2025-09-05,WH08,P02050,7,7,2,1,13,-5,250.0,0.0
2026-01-17,WH02,P02623,14,4,2,0,9,-2,100.0,0.0
2026-08-27,WH07,P04265,30,4,4,0,10,0,0.0,100.0
2026-04-01,WH03,P04013,30,26,80,0,68,54,67.5,32.5
2025-10-25,WH06,P03803,7,1,1,0,2,0,0.0,100.0
2026-04-19,WH08,P02287,60,7,0,0,18,-7,,
2026-06-24,WH04,P02401,60,0,414,0,0,414,100.0,0.0
2025-08-29,WH09,P00041,7,5,5,1,9,0,0.0,100.0
2026-03-24,WH08,P02343,7,0,1,0,0,1,100.0,0.0
2025-02-03,WH08,P00728,14,6,5,0,13,-1,20.0,80.0
2025-10-30,WH11,P03049,14,10,5,0,22,-5,100.0,0.0
2025-01-15,WH11,P00457,7,2,1,0,4,-1,100.0,0.0
2025-11-15,WH07,P04137,14,20,10,0,43,-10,100.0,0.0
2025-11-01,WH05,P03053,7,1,1,0,2,0,0.0,100.0
2026-05-07,WH03,P02987,7,1,1,0,2,0,0.0,100.0
2025-07-20,WH12,P02546,60,0,153,0,0,153,100.0,0.0
2025-12-03,WH10,P02435,14,3,1,0,6,-2,200.0,0.0
2025-05-11,WH06,P02340,30,151,0,0,393,-151,,
2025-12-18,WH01,P03571,7,0,2,0,0,2,100.0,0.0
2025-02-22,WH06,P03796,14,3,2,0,6,-1,50.0,50.0
2026-04-11,WH11,P03418,60,0,0,0,0,0,0.0,100.0
2026-01-31,WH11,P02050,60,61,0,0,159,-61,,
2026-03-16,WH09,P03656,14,7,1,0,15,-6,600.0,0.0
2025-02-17,WH10,P01722,30,6,0,0,16,-6,,
2025-12-22,WH06,P01533,7,0,1,0,0,1,100.0,0.0
2025-02-08,WH02,P03035,14,3,2,0,6,-1,50.0,50.0
2025-04-01,WH04,P02418,60,0,79,0,0,79,100.0,0.0
2025-02-04,WH09,P04707,7,2,1,0,4,-1,100.0,0.0
2026-04-05,WH07,P04947,7,0,0,0,0,0,0.0,100.0
2025-03-31,WH06,P03415,14,1,1,0,2,0,0.0,100.0
2026-09-27,WH01,P02417,7,1,1,0,2,0,0.0,100.0
2025-08-01,WH05,P04103,7,2,1,0,4,-1,100.0,0.0
2026-07-16,WH01,P03566,30,2,4,0,5,2,50.0,50.0
2025-06-16,WH04,P04152,60,216,0,0,562,-216,,
2025-06-01,WH11,P03208,14,0,14,0,0,14,100.0,0.0
2026-08-07,WH06,P04965,14,0,0,0,0,0,0.0,100.0
2026-02-25,WH10,P04268,60,1,0,0,3,-1,,
2025-02-04,WH11,P04814,60,0,175,0,0,175,100.0,0.0
2025-07-12,WH09,P01483,7,1,2,0,2,1,50.0,50.0
2025-04-16,WH06,P01873,60,1,18,0,3,17,94.44,5.56
2025-05-27,WH04,P01225,30,6,6,0,16,0,0.0,100.0
2025-08-09,WH05,P04402,30,0,5,0,0,5,100.0,0.0
2026-10-03,WH03,P01505,7,3,4,2,4,1,25.0,75.0
2026-09-02,WH08,P00398,30,15,15,0,39,0,0.0,100.0
2026-03-29,WH11,P01034,7,35,33,24,46,-2,6.06,93.94
2025-07-14,WH11,P04581,60,75,32,0,195,-43,134.38,0.0
2025-07-13,WH02,P01578,30,0,0,0,0,0,0.0,100.0
2025-01-16,WH07,P00509,7,0,0,0,0,0,0.0,100.0
2026-01-24,WH02,P00104,30,130,114,0,338,-16,14.04,85.96
2025-07-19,WH01,P03633,7,1,2,0,2,1,50.0,50.0
2026-09-29,WH04,P01154,60,0,87,0,0,87,100.0,0.0
2025-07-15,WH05,P01649,14,0,2,0,0,2,100.0,0.0
2026-08-01,WH11,P01513,7,0,0,0,0,0,0.0,100.0
2026-06-15,WH06,P02492,7,0,0,0,0,0,0.0,100.0
2026-07-10,WH06,P03444,30,4,0,0,10,-4,,
2026-08-31,WH04,P04629,30,9,13,0,23,4,30.77,69.23
2025-05-21,WH08,P03882,7,0,4,0,0,4,100.0,0.0
2026-02-26,WH03,P04604,60,93,0,0,242,-93,,
2025-04-18,WH12,P01149,7,2,0,0,4,-2,,
2025-01-23,WH02,P02334,7,2,2,0,4,0,0.0,100.0
2025-09-18,WH06,P00579,14,3,2,0,6,-1,50.0,50.0
2025-05-25,WH06,P00306,60,15,6,0,39,-9,150.0,0.0
2026-04-18,WH09,P02132,30,2,0,0,5,-2,,
2026-03-04,WH03,P02328,30,0,17,0,0,17,100.0,0.0
2026-09-04,WH05,P04359,30,0,0,0,0,0,0.0,100.0
2025-07-02,WH01,P01180,30,16,32,0,42,16,50.0,50.0
2026-03-31,WH11,P03887,14,15,12,8,22,-3,25.0,75.0
2025-08-11,WH12,P02226,14,22,13,0,47,-9,69.23,30.77
2025-12-02,WH09,P03060,30,4,7,0,10,3,42.86,57.14
2026-05-17,WH08,P02164,30,3,1,0,8,-2,200.0,0.0
2026-07-13,WH10,P04572,60,47,0,0,122,-47,,
2026-02-24,WH11,P03312,60,372,0,0,967,-372,,
2026-04-13,WH02,P04953,30,4,3,0,10,-1,33.33,66.67
2025-01-18,WH11,P03717,7,0,0,0,0,0,0.0,100.0
2026-08-31,WH09,P00856,7,5,1,1,9,-4,400.0,0.0
2026-09-19,WH04,P02894,7,1,1,0,2,0,0.0,100.0
2026-04-16,WH08,P00811,14,3,5,0,6,2,40.0,60.0
2026-09-14,WH06,P02571,7,16,13,10,22,-3,23.08,76.92
2026-06-09,WH01,P04612,30,36,44,0,94,8,18.18,81.82
2026-03-12,WH08,P00467,60,9,10,0,23,1,10.0,90.0
2025-03-08,WH09,P03010,30,0,0,0,0,0,0.0,100.0
2025-12-06,WH08,P04932,7,0,1,0,0,1,100.0,0.0
2025-09-13,WH11,P03363,7,2,1,0,4,-1,100.0,0.0
2026-04-03,WH09,P04359,60,44,16,0,114,-28,175.0,0.0
2025-06-19,WH04,P00348,7,0,1,0,0,1,100.0,0.0
2026-06-08,WH09,P01644,7,3,1,1,5,-2,200.0,0.0
2025-12-30,WH03,P01172,60,4,0,0,10,-4,,
2026-03-15,WH07,P03641,30,5,4,0,13,-1,25.0,75.0
2025-02-13,WH04,P04912,60,0,0,0,0,0,0.0,100.0
2026-05-11,WH02,P03621,7,1,0,0,2,-1,,
2026-09-30,WH06,P02164,7,1,1,0,2,0,0.0,100.0
2026-09-23,WH04,P03931,60,75,0,0,195,-75,,
2025-12-11,WH06,P01140,30,10,5,0,26,-5,100.0,0.0
2026-08-06,WH12,P02740,60,40,24,0,104,-16,66.67,33.33
2025-05-19,WH02,P00393,7,0,3,0,0,3,100.0,0.0
2025-08-19,WH11,P04291,14,0,2,0,0,2,100.0,0.0
2026-04-20,WH04,P00621,14,10,4,0,22,-6,150.0,0.0
2025-11-21,WH04,P04572,14,2,1,0,4,-1,100.0,0.0
2026-07-29,WH11,P00241,7,2,1,0,4,-1,100.0,0.0
2026-07-21,WH03,P00528,30,37,0,0,96,-37,,
2025-01-26,WH10,P01060,30,0,4,0,0,4,100.0,0.0
2026-10-30,WH08,P03021,60,10,15,0,26,5,33.33,66.67
2025-09-16,WH09,P03151,7,12,2,2,22,-10,500.0,0.0
2026-01-02,WH11,P01783,30,2,5,0,5,3,60.0,40.0
2026-04-29,WH08,P04021,30,6,14,0,16,8,57.14,42.86
2025-02-25,WH06,P00201,7,1,3,0,2,2,66.67,33.33
2026-06-28,WH06,P03780,60,51,61,0,133,10,16.39,83.61
2025-07-08,WH09,P00320,60,169,1,0,439,-168,16800.0,0.0
2025-11-12,WH04,P01370,60,15,13,0,39,-2,15.38,84.62
2026-10-18,WH11,P03620,14,2,1,0,4,-1,100.0,0.0
2026-10-11,WH01,P03850,30,0,2,0,0,2,100.0,0.0
2025-07-14,WH08,P00580,30,0,2,0,0,2,100.0,0.0
2025-08-01,WH10,P02226,60,57,88,0,148,31,35.23,64.77
2026-03-08,WH12,P02582,30,0,0,0,0,0,0.0,100.0
2026-07-16,WH08,P02401,7,77,59,45,109,-18,30.51,69.49
2026-09-04,WH05,P00763,7,4,6,2,6,2,33.33,66.67
2025-02-15,WH11,P01766,60,0,17,0,0,17,100.0,0.0
2026-09-02,WH11,P03019,14,1,0,0,2,-1,,
2026-09-13,WH11,P04107,14,11,23,2,20,12,52.17,47.83
2025-10-26,WH09,P00595,30,37,13,0,96,-24,184.62,0.0
2026-07-13,WH04,P03638,60,0,0,0,0,0,0.0,100.0
2025-12-13,WH02,P04869,30,43,7,0,112,-36,514.29,0.0
2025-02-13,WH02,P03084,60,0,11,0,0,11,100.0,0.0
2026-04-03,WH02,P04624,60,3,0,0,8,-3,,
2025-10-22,WH11,P03551,30,11,8,0,29,-3,37.5,62.5
2026-06-27,WH07,P00531,14,0,2,0,0,2,100.0,0.0
2025-03-13,WH07,P01462,60,27,22,0,70,-5,22.73,77.27
2025-09-20,WH12,P02732,30,32,0,0,83,-32,,
2025-03-02,WH10,P04475,30,0,0,0,0,0,0.0,100.0
2025-07-13,WH08,P01072,60,0,76,0,0,76,100.0,0.0
2025-07-29,WH11,P04872,7,0,0,0,0,0,0.0,100.0
2025-01-05,WH06,P02278,14,1,1,0,2,0,0.0,100.0
2026-09-24,WH11,P04707,14,2,2,0,4,0,0.0,100.0
2026-03-19,WH01,P03245,7,1,4,0,2,3,75.0,25.0
2025-08-20,WH09,P04468,14,26,8,0,56,-18,225.0,0.0
2025-06-25,WH09,P04929,60,0,0,0,0,0,0.0,100.0
2026-06-27,WH03,P02192,14,11,12,1,21,1,8.33,91.67
2025-12-07,WH09,P03213,14,4,8,0,9,4,50.0,50.0
2025-08-16,WH01,P02623,7,0,1,0,0,1,100.0,0.0
2025-05-27,WH02,P03800,30,7,1,0,18,-6,600.0,0.0
2025-02-06,WH01,P04635,30,0,0,0,0,0,0.0,100.0
2025-03-01,WH06,P02733,60,61,39,0,159,-22,56.41,43.59
2025-05-29,WH05,P03291,30,40,22,0,104,-18,81.82,18.18
2026-06-12,WH02,P01958,30,1,0,0,3,-1,,
2025-08-12,WH04,P00902,14,21,28,0,45,7,25.0,75.0
2026-06-17,WH10,P04953,60,0,13,0,0,13,100.0,0.0
2026-02-26,WH11,P01465,30,13,18,4,22,5,27.78,72.22
2025-12-20,WH04,P00088,60,13,8,0,34,-5,62.5,37.5
2025-10-08,WH01,P01483,14,3,5,0,6,2,40.0,60.0
2026-06-18,WH02,P03427,7,0,9,0,0,9,100.0,0.0
2026-05-02,WH07,P02084,14,2,1,0,4,-1,100.0,0.0
2025-03-10,WH09,P02108,30,2,0,0,5,-2,,
2026-09-06,WH07,P01155,14,3,1,1,5,-2,200.0,0.0
2025-06-27,WH07,P00666,30,1,0,0,3,-1,,
2025-09-07,WH09,P03208,14,0,1,0,0,1,100.0,0.0
2026-01-15,WH11,P00501,14,2,7,0,4,5,71.43,28.57
2025-05-17,WH04,P02388,60,33,2,0,86,-31,1550.0,0.0
2026-08-06,WH03,P04758,7,0,0,0,0,0,0.0,100.0
2026-10-04,WH01,P03769,60,79,19,0,205,-60,315.79,0.0
2026-10-18,WH01,P04792,60,6,13,0,16,7,53.85,46.15
2025-03-11,WH11,P04580,30,5,25,0,13,20,80.0,20.0
2026-09-24,WH06,P03677,60,3,6,0,8,3,50.0,50.0
2025-02-20,WH03,P01559,30,0,0,0,0,0,0.0,100.0
2025-03-06,WH06,P04572,7,4,2,1,7,-2,100.0,0.0
2025-10-20,WH06,P04625,14,1,1,0,3,0,0.0,100.0
2025-06-18,WH10,P00588,30,5,0,0,13,-5,,
2025-08-27,WH01,P02732,30,18,0,0,47,-18,,
2026-04-15,WH05,P00368,14,5,5,0,13,0,0.0,100.0
2025-08-01,WH02,P04600,30,6,43,0,16,37,86.05,13.95
2025-10-21,WH04,P00107,14,3,2,0,6,-1,50.0,50.0
2025-09-12,WH03,P01864,30,1,1,0,3,0,0.0,100.0
2026-05-22,WH07,P02298,60,2,0,0,5,-2,,
2026-10-05,WH11,P03083,7,4,11,1,7,7,63.64,36.36
2026-03-18,WH02,P03748,14,1,2,0,2,1,50.0,50.0
2026-05-03,WH10,P03798,60,0,20,0,0,20,100.0,0.0
2026-02-11,WH02,P03129,60,13,0,0,34,-13,,
2026-07-08,WH01,P01574,30,0,8,0,0,8,100.0,0.0
2026-05-26,WH02,P00082,14,0,7,0,0,7,100.0,0.0
2025-10-01,WH09,P03120,14,3,7,0,6,4,57.14,42.86
2026-09-07,WH01,P00146,7,1,1,0,2,0,0.0,100.0
2025-01-04,WH08,P02430,30,9,33,0,23,24,72.73,27.27
2026-08-02,WH12,P00418,60,0,32,0,0,32,100.0,0.0
2026-05-15,WH06,P00016,30,0,13,0,0,13,100.0,0.0
2025-01-30,WH07,P00919,30,7,0,0,18,-7,,
2025-01-30,WH11,P03194,60,24,4,0,62,-20,500.0,0.0
2026-02-06,WH11,P03877,30,42,36,0,109,-6,16.67,83.33
2025-06-26,WH09,P03618,30,274,237,152,396,-37,15.61,84.39
2026-10-30,WH03,P04612,60,0,356,0,0,356,100.0,0.0
2025-01-08,WH10,P02224,60,20,28,0,52,8,28.57,71.43
2026-06-09,WH08,P00626,14,8,10,0,17,2,20.0,80.0
2026-04-29,WH08,P03873,14,0,10,0,0,10,100.0,0.0
2026-02-18,WH11,P04684,30,12,48,0,31,36,75.0,25.0
2026-03-26,WH07,P01480,14,21,24,0,45,3,12.5,87.5
2025-01-31,WH02,P04185,14,8,0,0,17,-8,,
2025-05-21,WH02,P04771,7,0,4,0,0,4,100.0,0.0
2026-01-24,WH11,P04604,30,8,8,0,21,0,0.0,100.0
2026-01-04,WH09,P00844,60,9,15,0,23,6,40.0,60.0
2026-03-21,WH11,P00686,14,17,17,0,37,0,0.0,100.0
2026-07-21,WH05,P02881,60,12,10,0,31,-2,20.0,80.0
2026-07-07,WH08,P03882,60,71,31,0,185,-40,129.03,0.0
2026-10-15,WH12,P01428,60,6,0,0,16,-6,,
2025-09-19,WH04,P03939,30,24,1,0,62,-23,2300.0,0.0
2026-10-02,WH07,P01480,60,0,109,0,0,109,100.0,0.0
2025-11-02,WH03,P00545,14,1,1,0,2,0,0.0,100.0
