purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,po_status,ordered_units,received_units,unit_cost,purchase_value
PO050445,SUP245,WH06,2025-01-07,2025-01-20,2025-01-18,Received,355,355,123.5,43842.5
PO050446,SUP045,WH05,2026-07-12,2026-07-31,2026-07-29,Partially Received,760,605,1.93,1466.8
PO050447,SUP204,WH02,2025-06-19,2025-07-06,2025-07-06,Received,190,190,17.13,3254.7
PO050448,SUP028,WH12,2025-06-10,2025-08-01,2025-07-31,Received,346,346,5.46,1889.16
PO050449,SUP159,WH01,2025-02-20,2025-03-05,2025-03-04,Received,605,605,1.68,1016.4
PO050450,SUP266,WH08,2025-06-09,2025-07-31,2025-07-31,Received,271,271,6.32,1712.72
PO050451,SUP220,WH01,2026-04-01,2026-05-30,2026-05-30,Received,240,240,50.74,12177.6
PO050452,SUP042,WH11,2025-07-24,2025-08-09,2025-08-08,Received,330,330,7.87,2597.1
PO050453,SUP018,WH04,2026-10-22,2026-12-02,2026-11-30,Received,367,367,9.95,3651.65
PO050454,SUP022,WH11,2026-04-26,2026-06-16,2026-06-14,Partially Received,206,182,19.61,4039.66
PO050455,SUP218,WH02,2026-05-07,2026-07-07,,Cancelled,356,0,23.26,8280.56
PO050456,SUP102,WH09,2025-10-03,2025-10-19,2025-10-16,Received,369,369,5.53,2040.57
PO050457,SUP102,WH09,2026-02-23,2026-03-13,2026-03-11,Received,148,148,41.28,6109.44
PO050458,SUP159,WH02,2025-12-29,2026-01-11,2026-01-08,Partially Received,281,201,11.68,3282.08
PO050459,SUP102,WH02,2025-01-28,2025-02-16,2025-02-15,Received,195,195,24.52,4781.4
PO050460,SUP159,WH12,2026-07-26,2026-08-08,2026-08-07,Partially Received,200,128,19.66,3932.0
PO050461,SUP176,WH06,2026-12-15,2027-02-08,,In Transit,480,0,4.7,2256.0
PO050462,SUP225,WH02,2025-07-03,2025-09-02,2025-08-31,Received,591,591,4.2,2482.2
PO050463,SUP159,WH06,2026-02-01,2026-02-15,2026-02-26,Received,120,120,28.5,3420.0
PO050464,SUP052,WH02,2025-10-27,2025-12-27,2025-12-27,Received,240,240,17.13,4111.2
PO050465,SUP193,WH04,2026-09-22,2026-10-27,2026-10-24,Received,501,501,5.42,2715.42
PO050466,SUP052,WH06,2026-09-05,2026-10-26,2026-10-24,Partially Received,197,116,24.96,4917.12
PO050467,SUP159,WH04,2026-07-23,2026-08-06,2026-08-03,Received,713,713,25.94,18495.22
PO050468,SUP188,WH10,2025-05-01,2025-05-27,2025-05-25,Partially Received,319,187,7.25,2312.75
PO050469,SUP061,WH10,2026-05-31,2026-06-16,2026-06-14,Received,16067,16067,9.43,151511.81
PO050470,SUP190,WH11,2026-10-11,2026-12-03,2026-12-01,Received,436,436,7.45,3248.2
PO050471,SUP061,WH08,2025-07-21,2025-08-06,2025-08-06,Received,14209,14209,9.61,136548.49
PO050472,SUP299,WH04,2025-11-27,2025-12-06,2025-12-06,Received,603,603,3.85,2321.55
PO050473,SUP061,WH08,2026-01-03,2026-01-19,2026-01-18,Received,18656,18656,9.62,179470.72
PO050474,SUP116,WH09,2025-03-31,2025-04-15,2025-04-14,Received,149,149,27.11,4039.39
PO050475,SUP027,WH09,2025-06-16,2025-07-25,2025-07-23,Received,503,503,3.77,1896.31
PO050476,SUP115,WH07,2025-07-21,2025-08-27,2025-08-24,Received,657,657,1.49,978.93
PO050477,SUP034,WH04,2025-06-13,2025-07-26,2025-07-26,Received,168,168,23.64,3971.52
PO050478,SUP061,WH11,2026-11-03,2026-11-19,2026-11-19,Received,4937,4937,9.6,47395.2
PO050479,SUP274,WH07,2026-05-16,2026-06-05,2026-06-03,Partially Received,162,148,26.53,4297.86
PO050480,SUP022,WH09,2026-04-19,2026-06-23,2026-06-23,Received,197,197,21.95,4324.15
PO050481,SUP115,WH07,2025-03-09,2025-04-17,2025-04-16,Received,264,264,5.24,1383.36
PO050482,SUP211,WH06,2026-10-10,2026-11-04,2026-11-01,Received,513,513,4.34,2226.42
PO050483,SUP031,WH02,2026-09-26,2026-10-22,2026-10-19,Partially Received,338,254,13.3,4495.4
PO050484,SUP171,WH07,2025-10-13,2025-12-14,2025-12-14,Received,306,306,4.53,1386.18
PO050485,SUP112,WH05,2026-06-27,2026-07-25,2026-07-22,Received,321,321,12.3,3948.3
PO050486,SUP052,WH06,2025-06-06,2025-08-10,2025-08-10,Received,446,446,5.55,2475.3
PO050487,SUP058,WH06,2026-12-13,2026-12-22,,In Transit,397,0,4.68,1857.96
PO050488,SUP231,WH11,2026-05-28,2026-06-17,2026-06-25,Received,342,342,7.08,2421.36
PO050489,SUP057,WH06,2025-05-16,2025-06-29,2025-06-29,Received,408,408,5.99,2443.92
PO050490,SUP295,WH12,2026-12-14,2027-01-03,,In Transit,1553,0,11.85,18403.05
PO050491,SUP195,WH04,2026-07-17,2026-09-03,2026-09-01,Received,417,417,4.17,1738.89
PO050492,SUP043,WH04,2025-11-03,2025-11-19,2025-11-19,Received,252,252,14.83,3737.16
PO050493,SUP233,WH10,2026-10-03,2026-10-27,2026-10-24,Received,674,674,3.07,2069.18
PO050494,SUP019,WH06,2025-10-12,2025-10-25,2025-10-24,Received,397,397,10.58,4200.26
PO050495,SUP035,WH04,2025-03-27,2025-04-28,2025-04-26,Received,119,119,30.23,3597.37
PO050496,SUP159,WH01,2026-01-03,2026-01-15,2026-01-14,Received,453,453,4.83,2187.99
PO050497,SUP064,WH11,2025-12-27,2026-01-08,2026-01-06,Received,689,689,2.45,1688.05
PO050498,SUP258,WH08,2026-03-18,2026-05-05,2026-05-02,Received,420,420,4.75,1995.0
PO050499,SUP215,WH12,2026-05-02,2026-05-13,2026-05-10,Received,622,622,1.52,945.44
PO050500,SUP022,WH04,2025-04-29,2025-07-05,2025-07-04,Received,292,292,11.62,3393.04
PO050501,SUP061,WH06,2026-10-28,2026-11-13,2026-11-11,Received,3691,3691,9.53,35175.23
PO050502,SUP117,WH06,2026-03-08,2026-03-18,2026-03-16,Received,173,173,14.51,2510.23
PO050503,SUP022,WH09,2025-03-07,2025-05-02,2025-05-09,Received,179,179,10.82,1936.78
PO050504,SUP152,WH09,2025-12-21,2025-12-29,2025-12-27,Partially Received,169,82,12.77,2158.13
PO050505,SUP075,WH06,2026-05-09,2026-06-05,2026-06-04,Received,287,287,42.16,12099.92
PO050506,SUP241,WH05,2025-08-04,2025-08-27,2025-08-26,Received,618,618,3.63,2243.34
PO050507,SUP159,WH10,2025-09-02,2025-09-16,2025-09-14,Received,326,326,7.17,2337.42
PO050508,SUP022,WH09,2025-12-18,2026-02-10,2026-02-07,Received,163,163,35.59,5801.17
PO050509,SUP052,WH11,2025-04-17,2025-06-23,2025-06-22,Received,185,185,24.32,4499.2
PO050510,SUP201,WH02,2026-03-29,2026-04-16,2026-04-15,Received,936,936,1.95,1825.2
PO050511,SUP257,WH12,2026-10-01,2026-10-15,2026-10-13,Received,465,465,8.69,4040.85
PO050512,SUP295,WH07,2025-03-29,2025-04-17,2025-04-14,Received,588,588,3.79,2228.52
PO050513,SUP292,WH09,2026-03-04,2026-04-03,2026-04-01,Partially Received,640,464,11.73,7507.2
PO050514,SUP185,WH10,2026-06-14,2026-06-28,2026-06-28,Received,233,233,8.03,1870.99
PO050515,SUP171,WH12,2025-06-10,2025-08-04,2025-08-03,Received,1021,1021,7.41,7565.61
PO050516,SUP071,WH09,2025-07-29,2025-08-25,2025-08-25,Received,166,166,19.73,3275.18
PO050517,SUP055,WH04,2026-10-07,2026-10-19,2026-10-19,Received,287,287,13.29,3814.23
PO050518,SUP050,WH11,2025-06-20,2025-08-15,2025-08-13,Received,239,239,6.01,1436.39
PO050519,SUP211,WH01,2025-11-19,2025-12-16,2025-12-20,Received,207,207,12.56,2599.92
PO050520,SUP064,WH01,2025-12-04,2025-12-17,2025-12-14,Received,172,172,9.91,1704.52
PO050521,SUP087,WH02,2025-12-23,2026-01-01,2025-12-31,Received,72,72,47.28,3404.16
PO050522,SUP115,WH12,2025-03-17,2025-04-22,2025-04-21,Received,250,250,6.96,1740.0
PO050523,SUP153,WH08,2025-09-25,2025-11-11,2025-11-10,Received,382,382,2.84,1084.88
PO050524,SUP171,WH05,2026-08-08,2026-09-27,2026-09-27,Received,611,611,2.62,1600.82
PO050525,SUP014,WH08,2026-03-05,2026-03-16,2026-04-12,Received,169,169,33.6,5678.4
PO050526,SUP295,WH09,2025-10-31,2025-11-20,2025-11-19,Received,690,690,11.72,8086.8
PO050527,SUP026,WH11,2025-04-23,2025-05-28,2025-05-25,Partially Received,201,127,28.76,5780.76
PO050528,SUP045,WH08,2025-04-05,2025-04-24,2025-05-03,Received,760,760,2.01,1527.6
PO050529,SUP171,WH09,2026-05-09,2026-06-30,2026-06-27,Received,935,935,2.63,2459.05
PO050530,SUP115,WH11,2026-05-30,2026-07-07,2026-07-05,Received,232,232,12.73,2953.36
PO050531,SUP191,WH09,2026-02-24,2026-04-16,2026-04-15,Received,688,688,4.53,3116.64
PO050532,SUP001,WH02,2025-02-08,2025-02-18,2025-02-15,Partially Received,59,54,84.74,4999.66
PO050533,SUP274,WH04,2025-06-09,2025-06-29,2025-07-02,Received,121,121,48.24,5837.04
PO050534,SUP156,WH04,2025-04-21,2025-05-15,2025-05-15,Received,347,347,12.36,4288.92
PO050535,SUP218,WH04,2026-06-09,2026-08-09,2026-08-07,Received,176,176,24.05,4232.8
PO050536,SUP258,WH11,2026-02-15,2026-04-01,2026-03-31,Received,492,492,3.71,1825.32
PO050537,SUP215,WH11,2026-07-19,2026-08-02,2026-08-01,Received,357,357,6.67,2381.19
PO050538,SUP115,WH06,2026-11-25,2027-01-03,,In Transit,347,0,7.83,2717.01
PO050539,SUP153,WH04,2025-02-13,2025-04-04,2025-04-01,Received,58,58,63.58,3687.64
PO050540,SUP028,WH06,2026-07-03,2026-08-19,2026-08-19,Received,84,84,57.29,4812.36
PO050541,SUP254,WH01,2025-10-12,2025-11-26,2025-11-25,Received,308,308,7.83,2411.64
PO050542,SUP215,WH01,2025-05-29,2025-06-10,2025-06-08,Received,283,283,18.03,5102.49
PO050543,SUP075,WH09,2026-09-13,2026-10-06,2026-10-06,Received,275,275,14.68,4037.0
PO050544,SUP185,WH07,2025-10-18,2025-11-01,2025-11-01,Received,254,254,7.61,1932.94
PO050545,SUP154,WH06,2026-02-21,2026-03-06,2026-03-03,Received,137,137,14.58,1997.46
PO050546,SUP275,WH04,2026-05-20,2026-05-25,2026-05-23,Received,544,544,4.86,2643.84
PO050547,SUP274,WH01,2025-02-08,2025-03-01,2025-02-28,Received,79,79,65.85,5202.15
PO050548,SUP258,WH04,2025-07-12,2025-08-20,2025-08-18,Received,242,242,25.94,6277.48
PO050549,SUP075,WH05,2025-05-15,2025-06-07,2025-06-05,Received,501,501,6.25,3131.25
PO050550,SUP209,WH11,2026-12-06,2026-12-29,,In Transit,111,0,36.53,4054.83
PO050551,SUP069,WH10,2026-08-25,2026-09-29,,Cancelled,230,0,29.62,6812.6
PO050552,SUP171,WH04,2026-12-09,2027-02-09,,In Transit,108,0,73.9,7981.2
PO050553,SUP294,WH09,2025-04-15,2025-05-22,2025-05-20,Received,133,133,25.89,3443.37
PO050554,SUP019,WH02,2025-12-11,2025-12-25,2025-12-24,Received,135,135,45.86,6191.1
PO050555,SUP097,WH04,2026-11-01,2026-12-13,2026-12-12,Received,253,253,3.96,1001.88
PO050556,SUP170,WH11,2025-03-10,2025-04-08,2025-04-07,Received,96,96,61.06,5861.76
PO050557,SUP018,WH07,2026-02-20,2026-04-16,2026-04-15,Received,485,485,3.63,1760.55
PO050558,SUP022,WH11,2025-08-03,2025-09-28,2025-09-27,Received,178,178,10.94,1947.32
PO050559,SUP008,WH12,2025-01-19,2025-02-10,2025-02-08,Received,401,401,6.63,2658.63
PO050560,SUP035,WH02,2026-04-19,2026-05-19,2026-05-19,Received,503,503,6.12,3078.36
PO050561,SUP040,WH03,2025-06-13,2025-07-03,2025-07-01,Received,139,139,11.81,1641.59
PO050562,SUP061,WH04,2026-06-04,2026-06-20,2026-06-17,Received,12316,12316,9.28,114292.48
PO050563,SUP159,WH06,2025-05-02,2025-05-14,2025-05-12,Received,162,162,12.82,2076.84
PO050564,SUP159,WH02,2026-05-03,2026-05-18,2026-05-15,Partially Received,327,167,6.73,2200.71
PO050565,SUP171,WH03,2026-02-25,2026-04-14,2026-04-13,Received,408,408,5.9,2407.2
PO050566,SUP039,WH03,2025-07-31,2025-09-20,2025-09-18,Received,173,173,7.83,1354.59
PO050567,SUP061,WH11,2026-02-24,2026-03-12,2026-03-11,Received,8996,8996,9.35,84112.6
PO050568,SUP115,WH05,2026-03-10,2026-04-14,2026-04-11,Received,190,190,31.37,5960.3
PO050569,SUP253,WH02,2026-06-10,2026-08-09,2026-08-09,Received,494,494,3.58,1768.52
PO050570,SUP102,WH08,2025-12-08,2025-12-24,2025-12-23,Received,189,189,27.55,5206.95
PO050571,SUP008,WH03,2026-08-24,2026-09-10,2026-09-08,Partially Received,208,125,8.9,1851.2
PO050572,SUP171,WH02,2025-04-13,2025-06-11,2025-06-08,Received,334,334,9.75,3256.5
PO050573,SUP079,WH01,2025-09-30,2025-10-21,2025-10-21,Received,178,178,24.04,4279.12
PO050574,SUP154,WH03,2026-08-27,2026-09-08,2026-09-07,Received,496,496,4.41,2187.36
PO050575,SUP115,WH04,2026-11-03,2026-12-14,2026-12-12,Received,360,360,13.43,4834.8
PO050576,SUP061,WH08,2026-10-05,2026-10-21,2026-10-20,Partially Received,18351,16498,9.26,169930.26
PO050577,SUP099,WH08,2025-05-24,2025-06-14,2025-06-13,Received,291,291,7.79,2266.89
PO050578,SUP082,WH09,2026-10-15,2026-10-28,2026-10-27,Received,192,192,12.04,2311.68
PO050579,SUP030,WH06,2026-03-13,2026-03-22,2026-03-21,Received,758,758,5.25,3979.5
PO050580,SUP149,WH09,2025-07-02,2025-09-06,2025-09-03,Partially Received,564,234,14.34,8087.76
PO050581,SUP030,WH02,2026-09-19,2026-09-28,2026-09-25,Received,1116,1116,5.28,5892.48
PO050582,SUP195,WH04,2026-12-06,2027-01-23,,In Transit,626,0,3.68,2303.68
PO050583,SUP253,WH02,2026-04-26,2026-06-26,2026-06-23,Received,810,810,2.37,1919.7
PO050584,SUP218,WH08,2026-10-16,2026-12-11,2026-12-08,Received,223,223,25.03,5581.69
PO050585,SUP274,WH11,2025-02-02,2025-02-22,2025-02-22,Partially Received,251,108,12.21,3064.71
PO050586,SUP115,WH07,2025-04-19,2025-05-25,2025-05-25,Received,397,397,6.44,2556.68
PO050587,SUP231,WH08,2025-11-26,2025-12-13,2025-12-11,Received,566,566,4.79,2711.14
PO050588,SUP225,WH09,2025-12-17,2026-02-02,2026-01-31,Received,3397,3397,108.25,367725.25
PO050589,SUP115,WH06,2025-11-09,2025-12-21,2025-12-20,Received,117,117,78.12,9140.04
PO050590,SUP185,WH07,2026-05-31,2026-06-14,2026-06-22,Received,243,243,7.85,1907.55
PO050591,SUP061,WH08,2025-04-23,2025-05-09,2025-05-07,Received,10609,10609,9.76,103543.84
PO050592,SUP102,WH06,2025-09-15,2025-10-01,2025-09-29,Received,329,329,28.79,9471.91
PO050593,SUP008,WH03,2025-05-20,2025-06-06,2025-06-06,Received,416,416,5.51,2292.16
PO050594,SUP190,WH11,2026-02-06,2026-03-31,2026-03-30,Received,433,433,7.18,3108.94
PO050595,SUP114,WH02,2025-03-27,2025-04-04,2025-04-02,Received,655,655,3.54,2318.7
PO050596,SUP245,WH05,2025-06-15,2025-06-30,2025-06-30,Received,287,287,9.55,2740.85
PO050597,SUP075,WH04,2026-04-22,2026-05-15,2026-05-12,Received,363,363,13.95,5063.85
PO050598,SUP061,WH08,2026-10-19,2026-11-04,2026-11-01,Partially Received,4006,2464,9.24,37015.44
PO050599,SUP075,WH03,2025-06-21,2025-07-14,2025-07-12,Received,299,299,13.44,4018.56
PO050600,SUP188,WH06,2025-08-14,2025-09-06,2025-09-05,Received,311,311,7.19,2236.09
PO050601,SUP274,WH07,2025-12-26,2026-01-13,2026-01-20,Received,868,868,1.6,1388.8
PO050602,SUP057,WH11,2026-11-22,2027-01-02,,In Transit,426,0,2.45,1043.7
PO050603,SUP034,WH03,2026-04-28,2026-06-11,2026-06-11,Partially Received,210,154,9.26,1944.6
PO050604,SUP061,WH10,2025-01-09,2025-01-25,2025-01-25,Received,5565,5565,9.65,53702.25
PO050605,SUP258,WH09,2026-10-27,2026-12-09,2026-12-08,Received,449,449,4.37,1962.13
PO050606,SUP171,WH06,2026-05-28,2026-07-23,2026-07-21,Received,189,189,14.46,2732.94
PO050607,SUP274,WH07,2025-01-20,2025-02-10,,Cancelled,186,0,14.89,2769.54
PO050608,SUP218,WH04,2025-10-01,2025-12-01,2025-11-29,Received,531,531,23.61,12536.91
PO050609,SUP075,WH07,2026-07-05,2026-07-28,2026-07-25,Received,568,568,6.55,3720.4
PO050610,SUP171,WH06,2026-11-15,2027-01-12,2027-01-13,Received,177,177,14.0,2478.0
PO050611,SUP084,WH02,2026-03-04,2026-04-13,2026-04-25,Received,283,283,21.66,6129.78
PO050612,SUP030,WH11,2025-07-18,2025-07-27,2025-07-26,Received,308,308,8.89,2738.12
PO050613,SUP152,WH04,2025-09-14,2025-09-22,2025-09-19,Received,168,168,12.63,2121.84
PO050614,SUP171,WH09,2026-04-12,2026-06-06,2026-06-06,Received,174,174,7.95,1383.3
PO050615,SUP179,WH09,2025-06-07,2025-06-26,2025-06-24,Received,408,408,6.24,2545.92
PO050616,SUP064,WH07,2026-10-03,2026-10-14,2026-10-11,Received,137,137,16.4,2246.8
PO050617,SUP017,WH09,2026-12-15,2026-12-30,,In Transit,298,0,5.14,1531.72
PO050618,SUP034,WH10,2025-03-12,2025-05-01,2025-05-04,Received,300,300,10.6,3180.0
PO050619,SUP115,WH04,2026-09-27,2026-11-11,2026-11-08,Received,136,136,16.5,2244.0
PO050620,SUP225,WH06,2026-03-13,2026-04-29,2026-05-14,Received,1182,1182,104.65,123696.3
PO050621,SUP045,WH01,2026-04-20,2026-05-10,2026-05-08,Received,339,339,5.47,1854.33
PO050622,SUP028,WH07,2025-11-19,2026-01-05,2026-01-02,Received,197,197,6.72,1323.84
PO050623,SUP274,WH06,2026-12-25,2027-01-15,,In Transit,151,0,13.0,1963.0
PO050624,SUP245,WH11,2025-10-16,2025-10-31,2025-10-30,Partially Received,359,289,4.17,1497.03
PO050625,SUP193,WH12,2025-11-16,2025-12-19,2025-12-19,Received,391,391,10.88,4254.08
PO050626,SUP195,WH02,2026-08-14,2026-10-11,2026-10-10,Received,248,248,18.43,4570.64
PO050627,SUP214,WH11,2026-10-17,2026-10-29,2026-10-27,Received,424,424,10.77,4566.48
PO050628,SUP008,WH11,2026-12-08,2026-12-28,,In Transit,357,0,4.49,1602.93
PO050629,SUP102,WH01,2026-07-21,2026-08-04,2026-08-04,Received,425,425,11.36,4828.0
PO050630,SUP127,WH02,2026-07-21,2026-08-26,2026-08-25,Partially Received,324,152,10.38,3363.12
PO050631,SUP171,WH12,2025-11-03,2025-12-28,2025-12-27,Received,1425,1425,7.39,10530.75
PO050632,SUP159,WH07,2026-06-27,2026-07-09,2026-07-07,Received,579,579,4.68,2709.72
PO050633,SUP159,WH08,2026-01-30,2026-02-11,2026-02-10,Received,201,201,9.8,1969.8
PO050634,SUP214,WH11,2025-04-22,2025-05-06,2025-05-06,Received,357,357,3.81,1360.17
PO050635,SUP075,WH08,2026-02-13,2026-03-09,2026-03-09,Received,408,408,5.74,2341.92
PO050636,SUP218,WH11,2026-04-23,2026-06-22,2026-06-22,Received,667,667,3.02,2014.34
PO050637,SUP264,WH08,2025-02-20,2025-03-19,2025-03-19,Received,236,236,16.51,3896.36
PO050638,SUP017,WH01,2025-10-18,2025-11-02,2025-11-01,Received,277,277,5.19,1437.63
PO050639,SUP020,WH02,2026-03-08,2026-03-17,2026-03-16,Received,180,180,17.65,3177.0
PO050640,SUP220,WH12,2025-11-29,2026-01-29,2026-01-27,Partially Received,117,62,23.97,2804.49
PO050641,SUP270,WH08,2025-06-08,2025-07-03,2025-06-30,Received,238,238,10.22,2432.36
PO050642,SUP039,WH11,2025-05-20,2025-07-10,2025-07-08,Partially Received,206,165,8.17,1683.02
PO050643,SUP012,WH05,2025-07-15,2025-08-10,2025-08-09,Received,212,212,19.43,4119.16
PO050644,SUP159,WH02,2026-07-18,2026-08-02,2026-08-02,Received,390,390,6.75,2632.5
PO050645,SUP143,WH11,2025-04-18,2025-06-10,,Cancelled,407,0,4.18,1701.26
PO050646,SUP274,WH06,2025-02-05,2025-02-28,2025-03-10,Partially Received,383,187,5.68,2175.44
PO050647,SUP274,WH12,2026-11-23,2026-12-09,,In Transit,142,0,47.35,6723.7
PO050648,SUP152,WH04,2026-09-08,2026-09-17,2026-09-14,Received,108,108,42.5,4590.0
PO050649,SUP027,WH12,2026-04-21,2026-05-30,2026-05-30,Partially Received,437,372,3.78,1651.86
PO050650,SUP115,WH07,2025-07-05,2025-08-11,2025-08-09,Partially Received,632,234,1.46,922.72
PO050651,SUP197,WH09,2025-03-13,2025-04-01,2025-04-01,Partially Received,220,107,26.81,5898.2
PO050652,SUP061,WH04,2025-06-19,2025-07-05,2025-07-03,Received,10419,10419,9.78,101897.82
PO050653,SUP055,WH04,2026-06-19,2026-07-01,,Cancelled,226,0,14.0,3164.0
PO050654,SUP022,WH06,2025-03-14,2025-05-17,2025-05-15,Received,594,594,2.72,1615.68
PO050655,SUP204,WH01,2025-11-16,2025-12-03,2025-12-02,Received,238,238,16.35,3891.3
PO050656,SUP150,WH01,2025-10-21,2025-12-01,2025-11-28,Received,159,159,59.55,9468.45
PO050657,SUP231,WH11,2025-12-14,2026-01-01,2026-01-01,Received,335,335,9.57,3205.95
PO050658,SUP077,WH02,2026-05-14,2026-06-04,2026-06-03,Received,510,510,4.54,2315.4
PO050659,SUP274,WH11,2026-07-02,2026-07-21,2026-07-18,Received,240,240,13.28,3187.2
PO050660,SUP006,WH03,2025-09-16,2025-10-24,2025-10-21,Received,233,233,8.28,1929.24
PO050661,SUP027,WH06,2025-01-18,2025-03-08,2025-03-05,Received,381,381,8.98,3421.38
PO050662,SUP179,WH10,2026-09-08,2026-09-27,2026-09-25,Received,408,408,6.45,2631.6
PO050663,SUP294,WH02,2026-02-14,2026-03-20,2026-03-17,Received,303,303,16.53,5008.59
PO050664,SUP061,WH08,2025-01-02,2025-01-18,2025-01-17,Received,5304,5304,9.26,49115.04
PO050665,SUP032,WH10,2026-11-16,2027-01-10,2027-01-09,Received,102,102,67.0,6834.0
PO050666,SUP030,WH08,2026-07-12,2026-07-21,2026-07-19,Received,963,963,5.13,4940.19
PO050667,SUP028,WH04,2026-01-20,2026-03-05,2026-03-04,Received,94,94,45.55,4281.7
PO050668,SUP171,WH12,2025-04-29,2025-06-29,2025-06-26,Received,464,464,9.57,4440.48
PO050669,SUP061,WH01,2025-03-03,2025-03-19,2025-03-16,Partially Received,11648,8482,9.6,111820.8
PO050670,SUP143,WH11,2026-06-13,2026-07-27,2026-07-25,Received,413,413,9.36,3865.68
PO050671,SUP026,WH01,2025-12-09,2026-01-15,2026-01-26,Received,190,190,10.42,1979.8
PO050672,SUP061,WH01,2025-04-20,2025-05-06,2025-05-06,Received,17322,17322,9.63,166810.86
PO050673,SUP102,WH12,2025-12-04,2025-12-20,,Cancelled,142,0,28.57,4056.94
PO050674,SUP290,WH11,2025-07-17,2025-08-17,2025-08-17,Partially Received,308,129,8.65,2664.2
PO050675,SUP294,WH09,2025-07-03,2025-08-06,2025-08-10,Received,682,682,3.13,2134.66
PO050676,SUP047,WH01,2026-04-11,2026-05-08,2026-05-13,Received,641,641,3.91,2506.31
PO050677,SUP115,WH07,2026-09-06,2026-10-12,2026-10-10,Received,648,648,2.47,1600.56
PO050678,SUP028,WH02,2025-04-27,2025-06-16,2025-06-16,Received,176,176,19.69,3465.44
PO050679,SUP210,WH04,2025-10-04,2025-11-01,2025-11-01,Received,876,876,1.76,1541.76
PO050680,SUP294,WH09,2025-10-23,2025-11-29,2025-11-26,Received,577,577,3.04,1754.08
PO050681,SUP022,WH02,2026-03-01,2026-04-23,2026-04-21,Received,191,191,42.03,8027.73
PO050682,SUP043,WH02,2025-07-06,2025-07-24,2025-07-21,Received,252,252,7.37,1857.24
PO050683,SUP159,WH07,2025-06-02,2025-06-17,2025-06-14,Partially Received,418,253,6.5,2717.0
PO050684,SUP288,WH01,2026-07-18,2026-08-25,2026-08-23,Received,340,340,19.17,6517.8
PO050685,SUP114,WH11,2026-09-16,2026-09-24,2026-09-21,Received,116,116,31.53,3657.48
PO050686,SUP254,WH08,2026-03-23,2026-05-07,2026-05-04,Partially Received,332,143,7.63,2533.16
PO050687,SUP220,WH11,2025-04-16,2025-06-16,2025-06-14,Received,167,167,23.99,4006.33
PO050688,SUP195,WH03,2025-03-19,2025-04-30,2025-04-27,Received,472,472,13.67,6452.24
PO050689,SUP104,WH08,2025-01-12,2025-02-05,2025-02-05,Received,269,269,10.4,2797.6
PO050690,SUP138,WH11,2025-12-20,2026-01-06,2026-01-05,Received,266,266,11.43,3040.38
PO050691,SUP249,WH11,2026-07-13,2026-08-04,2026-08-03,Received,394,394,10.0,3940.0
PO050692,SUP102,WH02,2026-12-01,2026-12-18,,In Transit,170,0,10.34,1757.8
PO050693,SUP115,WH04,2026-11-14,2026-12-29,2026-12-27,Received,361,361,8.78,3169.58
PO050694,SUP159,WH04,2026-02-26,2026-03-12,2026-03-12,Received,570,570,25.68,14637.6
PO050695,SUP143,WH09,2026-09-04,2026-10-27,2026-10-25,Received,407,407,4.2,1709.4
PO050696,SUP068,WH03,2026-04-03,2026-05-07,2026-05-04,Received,355,355,5.7,2023.5
PO050697,SUP164,WH02,2026-08-22,2026-09-12,,Cancelled,480,0,3.34,1603.2
PO050698,SUP215,WH08,2026-05-21,2026-06-04,2026-06-01,Received,210,210,18.85,3958.5
PO050699,SUP290,WH02,2025-04-24,2025-05-29,2025-05-29,Received,125,125,18.68,2335.0
PO050700,SUP061,WH11,2025-11-27,2025-12-13,2025-12-11,Received,13418,13418,9.77,131093.86
PO050701,SUP174,WH03,2025-12-08,2025-12-31,2025-12-30,Received,413,413,3.72,1536.36
PO050702,SUP211,WH04,2026-04-27,2026-05-24,2026-05-22,Received,253,253,12.38,3132.14
PO050703,SUP164,WH06,2026-01-22,2026-02-13,,Cancelled,768,0,1.54,1182.72
PO050704,SUP274,WH11,2025-09-08,2025-09-30,2025-09-29,Received,645,645,5.96,3844.2
PO050705,SUP290,WH01,2026-08-25,2026-10-01,2026-10-03,Received,518,518,4.59,2377.62
PO050706,SUP294,WH02,2026-09-18,2026-10-30,2026-10-30,Received,364,364,7.75,2821.0
PO050707,SUP102,WH02,2026-02-18,2026-03-06,2026-03-04,Received,179,179,27.62,4943.98
PO050708,SUP106,WH01,2026-10-07,2026-10-20,2026-10-20,Received,209,209,13.16,2750.44
PO050709,SUP008,WH09,2026-02-09,2026-02-26,2026-02-24,Partially Received,628,560,3.93,2468.04
PO050710,SUP176,WH12,2026-02-01,2026-03-20,2026-03-19,Received,236,236,4.82,1137.52
PO050711,SUP159,WH04,2026-04-27,2026-05-09,2026-05-06,Received,453,453,4.82,2183.46
PO050712,SUP088,WH02,2026-04-05,2026-05-15,2026-05-17,Received,268,268,11.13,2982.84
PO050713,SUP261,WH09,2025-11-12,2026-01-12,2026-01-12,Received,623,623,3.98,2479.54
PO050714,SUP026,WH07,2025-05-18,2025-06-15,2025-06-14,Received,205,205,24.03,4926.15
PO050715,SUP012,WH02,2026-07-11,2026-08-12,2026-08-11,Received,299,299,11.64,3480.36
